centroid_y,centroid_x,mouse_id,frame
141.26750700280112,564.453781512605,1,0
343.3109170305677,81.16593886462883,2,0
141.26433566433568,564.4475524475524,1,1
343.2940663176265,81.16492146596859,2,1
141.26433566433568,564.4475524475524,1,2
343.2940663176265,81.16492146596859,2,2
141.26433566433568,564.4475524475524,1,3
343.2940663176265,81.16492146596859,2,3
141.26396648044692,564.4162011173185,1,4
343.2940663176265,81.16492146596859,2,4
141.17941585535465,564.461752433936,1,5
343.32897033158815,81.1326352530541,2,5
141.09052924791087,564.4623955431755,1,6
343.1659464131374,81.32497839239413,2,6
141.0873786407767,564.4133148404993,1,7
343.1483420593368,81.10558464223385,2,7
141.08864265927977,564.3684210526316,1,8
343.03094606542885,80.92749778956676,2,8
141.09405255878286,564.3374827109267,1,9
343.1975524475524,80.77622377622377,2,9
141.09695290858727,564.3836565096952,1,10
343.18570183086314,80.66608544027899,2,10
141.10911602209944,564.3245856353591,1,11
343.26140350877193,80.6421052631579,2,11
141.1006896551724,564.3020689655173,1,12
343.1573333333333,80.52533333333334,2,12
141.06740027510315,564.2407152682256,1,13
343.4284436493739,80.33184257602862,2,13
141.06858710562415,564.2537722908094,1,14
343.46222222222224,80.37244444444444,2,14
141.05442176870747,564.1455782312925,1,15
343.4855334538879,80.3996383363472,2,15
141.05479452054794,564.2767123287671,1,16
343.51630434782606,80.4538043478261,2,16
141.0614525139665,564.3980446927375,1,17
343.53164556962025,80.4113924050633,2,17
141.016713091922,564.4052924791087,1,18
343.46090909090907,80.35454545454546,2,18
141.03076923076924,564.434965034965,1,19
343.4509090909091,80.2990909090909,2,19
141.03347280334728,564.3793584379358,1,20
343.2601851851852,80.21851851851852,2,20
141.03337969401946,564.3616133518776,1,21
343.1847725162488,80.38068709377902,2,21
141.03337969401946,564.3880389429763,1,22
342.9534671532847,80.64598540145985,2,22
141.06013986013986,564.427972027972,1,23
342.96624087591243,80.74817518248175,2,23
141.06013986013986,564.427972027972,1,24
342.95545454545453,80.79636363636364,2,24
141.06013986013986,564.427972027972,1,25
342.95,80.78454545454545,2,25
141.05439330543933,564.3486750348675,1,26
342.9765342960289,80.86913357400722,2,26
141.06424581005587,564.3547486033519,1,27
342.9376130198915,80.89692585895118,2,27
141.0,564.271092669433,1,28
342.91923774954626,80.90834845735027,2,28
141.0178817056396,564.2242090784044,1,29
342.9388686131387,80.93248175182482,2,29
141.0096551724138,564.2372413793104,1,30
342.9551692589204,80.88746569075938,2,30
140.97256515775035,564.2633744855967,1,31
342.97069597069594,80.83058608058609,2,31
140.95610425240054,564.2606310013717,1,32
343.04478976234003,81.02650822669104,2,32
140.95890410958904,564.2301369863013,1,33
342.9212962962963,80.78425925925926,2,33
140.97560975609755,564.1314363143631,1,34
342.7239436619718,80.52582159624413,2,34
140.99865047233467,564.0499325236167,1,35
342.68173258003765,80.43785310734464,2,35
140.96879240162824,564.1424694708277,1,36
342.78409090909093,80.27272727272727,2,36
140.56845238095238,564.9702380952381,1,37
342.6976525821596,80.4225352112676,2,37
140.3826998689384,565.8912188728702,1,38
342.81371640407787,80.65894346617239,2,38
140.68625,565.56375,1,39
342.9147571035747,80.89459211732355,2,39
141.2731648616125,565.086642599278,1,40
342.9863263445761,80.99726526891523,2,40
141.74940334128877,564.9307875894988,1,41
343.047963800905,81.16108597285069,2,41
142.17350527549823,564.8405627198124,1,42
343.0325203252033,81.10207768744354,2,42
142.0332541567696,565.0047505938243,1,43
343.1530973451327,81.28849557522123,2,43
141.9748201438849,565.0995203836931,1,44
343.11329170383584,81.08206958073148,2,44
141.98443113772456,565.1173652694611,1,45
343.04122807017546,80.7140350877193,2,45
141.9415274463007,564.9236276849642,1,46
343.2579505300353,80.46201413427562,2,46
141.81347773766547,565.0529482551143,1,47
343.2720848056537,80.33303886925795,2,47
141.80239520958085,565.0119760479042,1,48
343.3625987708516,80.39332748024583,2,48
141.41829268292682,565.1573170731707,1,49
343.46254355400697,80.45644599303135,2,49
141.04780361757105,565.5865633074935,1,50
343.65437392795883,80.49742710120069,2,50
140.51478494623655,565.9045698924731,1,51
343.75341296928326,80.5665529010239,2,51
139.83172413793105,566.4896551724138,1,52
343.94444444444446,80.82239057239057,2,52
139.5284090909091,566.8494318181819,1,53
343.9571068124474,81.10513036164845,2,53
139.45685997171145,566.9080622347949,1,54
343.9739932885906,81.18540268456375,2,54
139.68119891008175,566.6689373297003,1,55
343.9279128248114,81.26739312657166,2,55
139.497311827957,566.6505376344086,1,56
343.8092386655261,81.16852010265184,2,56
139.4029451137885,566.6840696117805,1,57
343.73136915077987,80.96187175043327,2,57
139.4320323014805,566.6756393001345,1,58
343.7393570807993,80.9748045178106,2,58
139.53036437246965,566.7476383265857,1,59
343.6029929577465,80.8169014084507,2,59
139.44058744993325,566.7543391188251,1,60
343.6253321523472,80.69087688219663,2,60
139.4300932090546,566.7043941411451,1,61
343.61743772241994,80.60765124555161,2,61
139.40666666666667,566.664,1,62
343.5098920863309,80.44334532374101,2,62
139.40974967061925,566.5151515151515,1,63
343.43336355394376,80.3970988213962,2,63
139.39947437582128,566.4862023653088,1,64
343.4746835443038,80.39330922242314,2,64
139.38794233289647,566.437745740498,1,65
343.57833482542526,80.3876454789615,2,65
139.425,566.5105263157894,1,66
343.5718108831401,80.43800178412133,2,66
139.44459102902374,566.5369393139841,1,67
343.6875,80.59507042253522,2,67
139.467018469657,566.5382585751979,1,68
343.71366024518386,80.67863397548162,2,68
139.46965699208442,566.5171503957783,1,69
344.07613344739093,80.89991445680069,2,69
139.46465968586386,566.4541884816754,1,70
344.1683937823834,81.06735751295336,2,70
139.54616384915474,566.3550065019506,1,71
344.1291702309666,81.14456800684346,2,71
139.5045751633987,566.3830065359477,1,72
343.9362068965517,81.1051724137931,2,72
139.5910290237467,566.490765171504,1,73
343.77229437229437,81.01904761904763,2,73
139.57671957671957,566.4960317460317,1,74
343.6937014667817,80.74892148403796,2,74
139.5244385733157,566.54821664465,1,75
343.68706896551726,80.78103448275863,2,75
139.46225165562913,566.4794701986755,1,76
343.6758620689655,80.72413793103448,2,76
139.4761273209549,566.501326259947,1,77
343.6341673856773,80.64969801553063,2,77
139.52242744063324,566.5343007915567,1,78
343.49435273675067,80.5125977410947,2,78
139.5271523178808,566.5470198675497,1,79
343.5,80.3704347826087,2,79
139.53096179183134,566.5836627140975,1,80
343.4289428076257,80.37694974003466,2,80
139.52168199737187,566.5676741130092,1,81
343.36079791847357,80.3529921942758,2,81
139.56299212598427,566.5328083989501,1,82
343.3162467419635,80.33014769765421,2,82
139.54605263157896,566.5078947368421,1,83
343.31271777003485,80.32926829268293,2,83
139.5748031496063,566.505249343832,1,84
343.38062283737025,80.43079584775087,2,84
139.54868421052632,566.5473684210526,1,85
343.4351931330472,80.58712446351932,2,85
139.52349869451697,566.5156657963446,1,86
343.3676092544987,80.66923736075407,2,86
139.5235602094241,566.4973821989529,1,87
343.2078260869565,80.36260869565217,2,87
139.51171875,566.4739583333334,1,88
343.07012987012985,80.25627705627706,2,88
139.50913838120104,566.5456919060052,1,89
342.92489082969433,80.0532751091703,2,89
139.5313315926893,566.5979112271541,1,90
342.8200175592625,79.88059701492537,2,90
139.5448634590377,566.5760728218465,1,91
342.6455584872471,79.9217238346526,2,91
139.53955901426718,566.5252918287938,1,92
342.60994764397907,80.08987783595113,2,92
139.5699481865285,566.4753886010362,1,93
342.5231441048035,80.13711790393013,2,93
139.57956015523934,566.4307891332471,1,94
342.5043630017452,80.2478184991274,2,94
139.57956015523934,566.4307891332471,1,95
342.61652173913046,80.39391304347826,2,95
139.57956015523934,566.4307891332471,1,96
342.8227194492255,80.49655765920826,2,96
139.57956015523934,566.4307891332471,1,97
342.8778821520068,80.64133219470538,2,97
139.56735751295338,566.4274611398964,1,98
343.09527824620574,80.69308600337268,2,98
139.56160830090792,566.4228274967575,1,99
343.171768707483,80.74829931972789,2,99
139.57757496740547,566.4041720990873,1,100
342.92487046632124,80.54317789291882,2,100
139.54226267880364,566.3420026007802,1,101
342.8015530629853,80.43313201035376,2,101
139.57942708333334,566.3997395833334,1,102
342.69965277777777,80.36197916666667,2,102
139.58322580645162,566.2296774193549,1,103
342.8327586206897,80.43706896551724,2,103
139.57956015523934,566.3053040103492,1,104
342.9,80.48608695652175,2,104
139.5798969072165,566.2860824742268,1,105
342.9271636675236,80.50556983718937,2,105
139.61211340206185,566.2783505154639,1,106
343.10941475826974,80.73112807463953,2,106
139.61211340206185,566.2603092783505,1,107
343.17866215071973,80.79424216765453,2,107
139.5904392764858,566.2635658914729,1,108
343.0376390076989,80.58853721129171,2,108
139.5858064516129,566.2890322580645,1,109
342.9931330472103,80.52789699570816,2,109
139.5880829015544,566.3147668393782,1,110
343.09726962457336,80.53071672354949,2,110
139.5692108667529,566.3221216041397,1,111
343.1307692307692,80.57094017094018,2,111
139.53686934023287,566.3622250970246,1,112
343.14383561643837,80.55051369863014,2,112
139.5142487046632,566.3652849740932,1,113
343.173801369863,80.50599315068493,2,113
139.55483870967743,566.2903225806451,1,114
343.20804794520546,80.56592465753425,2,114
139.56829896907217,566.2628865979382,1,115
343.71013289036546,80.98504983388705,2,115
139.5721649484536,566.3015463917526,1,116
343.8727272727273,81.07355371900826,2,116
139.59536082474227,566.3079896907217,1,117
344.3816425120773,81.27858293075684,2,117
139.58322580645162,566.3277419354839,1,118
344.672,81.484,2,118
139.5588615782665,566.385510996119,1,119
344.74980079681274,81.50597609561753,2,119
139.5601552393273,566.3712807244502,1,120
344.83971291866027,81.52791068580542,2,120
139.5614489003881,566.3544631306597,1,121
345.0876777251185,81.62559241706161,2,121
139.5818181818182,566.3636363636364,1,122
345.3129890453834,81.69640062597809,2,122
139.53032258064516,566.3406451612904,1,123
345.3296875,81.6984375,2,123
139.51808785529715,566.3488372093024,1,124
345.405682715075,81.73322809786899,2,124
139.5006485084306,566.4708171206225,1,125
345.5249406175772,81.68883610451306,2,125
139.52910737386804,566.4540750323415,1,126
345.73779527559054,81.96771653543307,2,126
139.50777202072538,566.4378238341969,1,127
345.9024390243902,82.18804091266719,2,127
139.51033591731266,566.4108527131783,1,128
345.9511426319937,82.29944838455476,2,128
139.52,566.4154838709677,1,129
345.8616852146264,82.27503974562798,2,129
139.55,566.3166666666667,1,130
345.7832,82.2808,2,130
139.5771208226221,566.2776349614396,1,131
345.78358809332263,82.19469026548673,2,131
139.58793324775354,566.2477535301668,1,132
346.1472440944882,82.24409448818898,2,132
139.58205128205128,566.2948717948718,1,133
346.17216981132077,82.29009433962264,2,133
139.62117346938774,566.219387755102,1,134
346.3614551083591,82.59907120743034,2,134
139.5969387755102,566.3073979591836,1,135
346.6594427244582,82.92105263157895,2,135
139.57687420584497,566.2757306226175,1,136
346.7606177606178,82.98918918918919,2,136
139.58396946564886,566.2913486005089,1,137
347.0225155279503,83.17857142857143,2,137
139.59593392630242,566.271918678526,1,138
347.1857031857032,83.28360528360528,2,138
139.60432569974554,566.2888040712468,1,139
347.27672955974845,83.44339622641509,2,139
139.60432569974554,566.2888040712468,1,140
347.50851393188856,83.71749226006192,2,140
139.60432569974554,566.2888040712468,1,141
347.70814132104454,83.92626728110599,2,141
139.61118170266835,566.2579415501906,1,142
348.01363636363635,84.3030303030303,2,142
139.61118170266835,566.2579415501906,1,143
348.3530291697831,84.51009723261032,2,143
139.61118170266835,566.2579415501906,1,144
348.43684210526317,84.58872180451128,2,144
139.61118170266835,566.2579415501906,1,145
348.36009174311926,84.31116207951071,2,145
139.61118170266835,566.2579415501906,1,146
348.38266871165644,84.22776073619632,2,146
139.61118170266835,566.2579415501906,1,147
348.85714285714283,84.6761406133134,2,147
139.61118170266835,566.2579415501906,1,148
349.1248153618907,85.19128508124076,2,148
139.61118170266835,566.2579415501906,1,149
349.8012912482066,86.08393113342898,2,149
139.6045627376426,566.2585551330799,1,150
350.77528901734104,86.69219653179191,2,150
139.6045627376426,566.2585551330799,1,151
351.44236311239194,87.14409221902017,2,151
139.6045627376426,566.2585551330799,1,152
352.11730629978274,87.76900796524258,2,152
139.58481012658228,566.2620253164557,1,153
352.4967272727273,87.95563636363636,2,153
139.5766793409379,566.2686945500634,1,154
353.47710487444607,87.57976366322009,2,154
139.55696202531647,566.2708860759494,1,155
353.72747580044677,87.88384214445271,2,155
139.55696202531647,566.2708860759494,1,156
353.44947209653094,88.7579185520362,2,156
139.56273764258555,566.2750316856781,1,157
353.0443942814146,88.99021820917983,2,157
139.58280657395701,566.2313527180784,1,158
353.02188679245285,88.9388679245283,2,158
139.61034047919293,566.2080706179066,1,159
352.95523520485585,88.7268588770865,2,159
139.61034047919293,566.2080706179066,1,160
352.8045627376426,88.55285171102662,2,160
139.60353535353536,566.239898989899,1,161
352.59877017678707,88.42813220599538,2,161
139.60353535353536,566.239898989899,1,162
352.391975308642,88.36496913580247,2,162
139.60353535353536,566.239898989899,1,163
352.1837048424289,88.46733282090699,2,163
139.59165613147914,566.259165613148,1,164
352.00525525525524,88.64114114114115,2,164
139.5723350253807,566.2893401015228,1,165
351.92486851990986,88.58677685950413,2,165
139.5746835443038,566.2506329113924,1,166
351.98146775389176,88.60415122312824,2,166
139.56637168141592,566.2338811630847,1,167
352.2639296187683,88.84384164222874,2,167
139.56637168141592,566.2338811630847,1,168
352.3577712609971,89.05058651026393,2,168
139.55934343434345,566.2310606060606,1,169
352.5105454545455,88.976,2,169
139.55359394703657,566.2143757881463,1,170
352.55628177196803,88.98910675381264,2,170
139.55359394703657,566.2143757881463,1,171
352.4878587196468,88.87270051508462,2,171
139.52970922882426,566.2035398230089,1,172
352.53397341211223,88.74002954209749,2,172
139.47582697201017,566.2430025445293,1,173
352.42717717717716,88.27552552552552,2,173
139.36282051282052,566.3025641025641,1,174
352.00970873786406,87.76699029126213,2,174
139.37772087067862,566.2983354673496,1,175
351.95957284515634,87.24866514111365,2,175
139.37772087067862,566.2983354673496,1,176
351.76661514683155,86.90417310664606,2,176
139.4771573604061,566.244923857868,1,177
351.75583203732504,86.78849144634526,2,177
139.4771573604061,566.244923857868,1,178
351.8932411674347,87.02380952380952,2,178
139.4771573604061,566.244923857868,1,179
351.95433789954336,87.26636225266363,2,179
139.4866581956798,566.2642947903431,1,180
351.95281582952816,87.27016742770168,2,180
139.4866581956798,566.2642947903431,1,181
352.2094594594595,87.66891891891892,2,181
139.4866581956798,566.2642947903431,1,182
352.2994772218073,87.78267363704256,2,182
139.49491094147584,566.2748091603054,1,183
352.37061894108876,87.94780014914244,2,183
139.5127551020408,566.3073979591836,1,184
352.5132158590308,88.2511013215859,2,184
139.48852040816325,566.2984693877551,1,185
352.4424908424908,88.26813186813187,2,185
139.48025477707006,566.2777070063694,1,186
352.47337709700946,88.3668854850474,2,186
139.47837150127228,566.2849872773537,1,187
352.43140132061626,88.25238444607483,2,187
139.46692111959288,566.3167938931298,1,188
352.4435424354244,88.04575645756458,2,188
139.51399491094148,566.2824427480916,1,189
352.3231114435303,87.962602842184,2,189
139.5707006369427,566.3197452229299,1,190
352.2565249813572,87.99850857568978,2,190
139.50254452926208,566.263358778626,1,191
351.91960931630354,88.02479338842976,2,191
139.46683673469389,566.281887755102,1,192
351.7759146341463,87.91692073170732,2,192
139.46683673469389,566.281887755102,1,193
351.5641813989239,87.7478862413528,2,193
139.45732484076433,566.2662420382165,1,194
351.48735632183906,87.70114942528735,2,194
139.41116751269035,566.241116751269,1,195
351.57296466973884,87.73502304147465,2,195
139.4554707379135,566.1221374045801,1,196
351.5983037779491,87.8750963762529,2,196
139.4108723135272,566.1921618204804,1,197
351.28267716535436,87.41102362204724,2,197
139.46608040201005,566.1394472361809,1,198
350.7881219903692,86.74317817014446,2,198
139.45169385194478,566.1317440401506,1,199
350.6526655896607,86.47172859450727,2,199
139.42893081761005,566.1710691823899,1,200
350.5524193548387,86.21612903225807,2,200
139.3894472361809,566.2437185929648,1,201
350.2734693877551,85.34122448979592,2,201
139.37531486146096,566.2619647355164,1,202
350.26683087027914,84.688013136289,2,202
139.4090338770389,566.198243412798,1,203
350.37560975609756,84.68211382113822,2,203
139.42428035043804,566.1364205256571,1,204
350.69498381877025,84.66585760517799,2,204
139.43538268506902,566.1706398996236,1,205
350.98942229454843,84.75915378356387,2,205
139.39672544080605,566.2078085642318,1,206
351.1951219512195,84.3219512195122,2,206
139.38685208596712,566.2490518331226,1,207
351.1761363636364,83.58603896103897,2,207
139.37027707808565,566.2002518891687,1,208
351.2802907915993,83.6470113085622,2,208
139.39798488664988,566.2267002518892,1,209
351.21150729335494,84.24959481361427,2,209
139.3846153846154,566.2509457755359,1,210
351.1701954397394,84.49022801302931,2,210
139.3590391908976,566.2515802781289,1,211
350.45853658536583,84.7520325203252,2,211
139.3590391908976,566.2515802781289,1,212
350.2230215827338,84.89368505195843,2,212
139.3904282115869,566.227959697733,1,213
350.13895582329314,85.05301204819277,2,213
139.44374209860936,566.2402022756005,1,214
349.956590370955,85.63299131807419,2,214
139.42676767676767,566.2335858585859,1,215
349.8698683191325,86.48954298993029,2,215
139.40983606557376,566.2257250945776,1,216
349.6952455183164,87.14809041309431,2,216
139.46700507614213,566.3274111675127,1,217
349.2389105058366,87.66614785992218,2,217
139.47776365946632,566.3176620076239,1,218
349.15842349304484,88.37326120556415,2,218
139.49171974522292,566.2840764331211,1,219
349.0433101314772,88.65970610982212,2,219
139.46658259773014,566.1916771752838,1,220
348.89164086687305,88.77321981424149,2,220
139.27551020408163,566.219387755102,1,221
348.8496420047733,89.08512330946698,2,221
139.21146496815285,566.1324840764331,1,222
348.6715566422168,88.85737571312143,2,222
139.20229007633588,566.1323155216285,1,223
348.38398018166805,88.19983484723369,2,223
139.0522193211488,566.1906005221932,1,224
347.97581317764804,87.98999165971642,2,224
138.68668407310705,566.251958224543,1,225
347.94925124792013,87.99500831946756,2,225
138.55626598465474,566.0447570332481,1,226
347.44462674323216,87.9909762100082,2,226
138.3780332056194,566.066411238825,1,227
347.49876543209876,87.90699588477366,2,227
138.1748427672956,566.1094339622641,1,228
347.51903973509934,87.72102649006622,2,228
138.02579852579854,566.3746928746929,1,229
347.65365448504986,87.61960132890366,2,229
137.82912154031288,566.6161251504212,1,230
347.67563025210086,87.37058823529412,2,230
137.2957422324511,566.692750287687,1,231
347.6737288135593,87.19830508474577,2,231
137.18202502844142,567.0329920364051,1,232
347.6254208754209,87.21885521885523,2,232
137.08134490238612,567.2917570498915,1,233
347.66442953020135,87.38674496644295,2,233
137.36120042872454,567.7792068595927,1,234
347.8001651527663,87.69199009083403,2,234
137.16004296455424,567.9978517722878,1,235
347.85876623376623,88.00811688311688,2,235
137.26766595289078,568.3640256959314,1,236
347.87854251012146,88.23562753036437,2,236
137.43899782135077,568.7755991285403,1,237
347.98476343223734,88.36567762630312,2,237
137.28969957081546,568.6652360515021,1,238
347.9546899841018,88.59538950715421,2,238
137.36882546652032,568.9802414928649,1,239
347.9626093874304,88.57756563245823,2,239
137.26499454743728,568.856052344602,1,240
347.98180379746833,88.6242088607595,2,240
137.3194748358862,568.9245076586433,1,241
347.9691699604743,88.62845849802372,2,241
137.248087431694,568.9486338797814,1,242
347.97077409162716,88.6650868878357,2,242
137.3048245614035,568.9594298245614,1,243
348.0198098256735,88.71156893819334,2,243
137.32563256325633,568.9438943894389,1,244
348.0810166799047,88.71723590150913,2,244
137.34065934065933,568.9318681318681,1,245
348.0490118577075,88.86324110671937,2,245
137.34983498349834,568.935093509351,1,246
348.0472440944882,88.90314960629921,2,246
137.45082872928177,568.8861878453039,1,247
348.0472440944882,88.90314960629921,2,247
137.49334811529934,568.9268292682926,1,248
348.0472440944882,88.90314960629921,2,248
137.49557522123894,568.9369469026549,1,249
348.0472440944882,88.90314960629921,2,249
137.27813852813853,568.5768398268398,1,250
348.1248025276461,88.83649289099526,2,250
137.23491379310346,568.5905172413793,1,251
348.14050235478805,88.93171114599686,2,251
137.1793770139635,568.6133190118153,1,252
348.15342250196693,88.89614476789929,2,252
137.09625668449198,568.6,1,253
348.1631537861046,89.0023419203747,2,253
137.09625668449198,568.6,1,254
348.14039215686273,88.96156862745099,2,254
137.14978448275863,568.4924568965517,1,255
348.15830721003135,88.9921630094044,2,255
137.1342642320086,568.5102040816327,1,256
348.21209740769837,88.96072270227808,2,256
137.0951871657754,568.511229946524,1,257
348.49768518518516,89.29398148148148,2,257
137.11324786324786,568.5213675213676,1,258
349.42426470588236,90.11985294117648,2,258
137.11324786324786,568.5213675213676,1,259
350.93260869565216,91.36086956521739,2,259
137.0982905982906,568.517094017094,1,260
351.30703624733474,91.94527363184079,2,260
137.14393125671322,568.5757250268529,1,261
351.32122507122506,92.65099715099716,2,261
137.10576923076923,568.6143162393163,1,262
351.570323488045,93.5225035161744,2,262
137.09646302250803,568.6463022508038,1,263
352.0454232622161,95.14728148657949,2,263
137.09646302250803,568.6463022508038,1,264
352.38399462004037,97.01210490921318,2,264
137.09646302250803,568.6463022508038,1,265
352.8737737083061,98.46500981033356,2,265
137.14178302900106,568.6788399570354,1,266
353.56697612732097,99.7261273209549,2,266
137.13548387096773,568.694623655914,1,267
353.7931488801054,100.8201581027668,2,267
137.13548387096773,568.694623655914,1,268
354.08800521512387,101.72294654498045,2,268
137.17780172413794,568.7284482758621,1,269
354.2584415584416,102.90194805194805,2,269
137.19201725997843,568.722761596548,1,270
353.801652892562,102.45798898071625,2,270
137.140708915145,568.7132116004296,1,271
353.63128096249113,101.66454352441613,2,271
137.13412017167383,568.6931330472103,1,272
353.6214488636364,100.71661931818181,2,272
137.13412017167383,568.6931330472103,1,273
353.6202440775305,100.44580043072506,2,273
137.13412017167383,568.6931330472103,1,274
353.5778894472362,100.448671931084,2,274
137.16918103448276,568.6346982758621,1,275
353.7290184921764,100.49217638691323,2,275
137.17494600431965,568.6166306695465,1,276
353.5736040609137,99.88542422044961,2,276
137.15675675675675,568.6216216216217,1,277
353.5026099925429,99.06562266964951,2,277
137.1414686825054,568.6209503239741,1,278
353.6337295690936,99.00891530460625,2,278
137.1889250814332,568.6742671009772,1,279
353.65214180206794,99.17651403249631,2,279
137.10860215053762,568.6279569892473,1,280
353.89283128167995,99.69949312092686,2,280
137.14531754574813,568.6835306781486,1,281
353.9360594795539,99.55762081784387,2,281
137.14331896551724,568.6950431034483,1,282
353.86219879518075,99.12349397590361,2,282
137.27391304347827,568.7402173913043,1,283
353.80760456273765,98.77034220532319,2,283
137.26372443487622,568.7481162540366,1,284
353.5483870967742,98.48617511520737,2,284
137.24811218985977,568.7562028047465,1,285
353.43412033511044,98.35110434120335,2,285
137.2543103448276,568.7489224137931,1,286
353.5563114134543,98.44595616024188,2,286
137.26049515608182,568.7395048439182,1,287
353.6341829085457,98.64092953523239,2,287
137.23655913978496,568.6989247311828,1,288
354.024645257655,99.04256908140404,2,288
137.23655913978496,568.6989247311828,1,289
354.40117994100297,99.94026548672566,2,289
137.22269807280514,568.693790149893,1,290
354.85661764705884,100.73308823529412,2,290
137.22400857449088,568.6923901393354,1,291
354.9501488095238,100.43005952380952,2,291
137.24248927038627,568.6963519313305,1,292
355.1753484959648,100.34996331621423,2,292
137.38084874863983,568.5712731229597,1,293
355.18572469045887,100.39548434085943,2,293
137.34344528710727,568.6294691224268,1,294
355.2521613832853,100.47190201729107,2,294
137.34344528710727,568.6294691224268,1,295
355.31883024251067,100.50641940085592,2,295
137.1752688172043,568.5688172043011,1,296
355.5476858345021,100.5827489481066,2,296
137.15795206971677,568.6601307189543,1,297
355.6466113416321,100.70262793914246,2,297
137.15795206971677,568.6601307189543,1,298
356.03769705277585,101.0459218642906,2,298
137.15795206971677,568.6601307189543,1,299
356.3640081799591,101.33810497614179,2,299
137.09559613319013,568.5016111707841,1,300
356.4346629986245,101.1850068775791,2,300
137.08574490889603,568.465166130761,1,301
356.363321799308,101.01730103806229,2,301
137.12647374062166,568.4823151125402,1,302
356.47823082239114,101.06634416033172,2,302
